Number,Short Description,AI Generated Category,Confidence Score
"null","null","null","null"
"null","null","null","null"
"IM1060510","Unable to receive fax emails","Application Function Issue","60"
"IM1060551","Refer to ticket IM0996965 / Outlook on web can't empty "Deleted items"","Service/Process Failure","80"
"null","null","null","null"
"null","null","null","null"
"IM1103784","unable to complete the patching on them.","Application Function Issue","50"
"IM1070385","Unable to complete the User Creation form in iCare","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1060552","Delete item in Outlook could not empty","Application Function Issue","85"
"IM1108597","Unable to connect 022057895 and 022057791","Network","70"
"null","null","null","null"
"null","null","null","null"
"IM1060648","Can't receive email from external - dl.png.itlocal@internationalsos.com","Security Violation","60"
"IM1060675","On the VDI side, I have had issues this week with my VDI profile and also outlook. VDI loading temp ","Service/Process Failure","80"
"null","null","null","null"
"null","null","null","null"
"IM1060716","Issue: Yatra Emails Not Received on Helpdesk ID / DL Amendment","DL creation","85"
"IM1134881","Unable to connect Jump Server via CyberArk","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1060724","NewCase TPE - Email to Case -  To check on the global exceptions","Service/Process Failure","75"
"IM1112620","Unable to connect launch Power BI embedded reports from our H3S app.","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1060725","NewCase MNL - Email to Case Turn on issues - XML cannot work, multiple mailbox does not work","Service/Process Failure","70"
"IM1060775","Outlook not working","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1060791","Outlook wont let me receive new emails or delete old emails","Application Function Issue","90"
"IM1060796","Outlook\teams  not loading in Mobile","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1073482","unable to connect tablet to monitor","Hardware","80"
"IM1060816","Cannot send emails on VDI","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1061071","User needs to change her email id from <kinga.gaczynska@internationalsos.com> to <kinga.bereznanin@i","Access Grant Request","75"
"IM1061087","Unable to open VDI Outlook","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1061131","Whenever the urgent payment request is updated, there's no alarm email to me.","Service/Process Failure","85"
"IM1075192","Unable to connect to any external device to laptop","Network","75"
"null","null","null","null"
"IM1068575","Unable to connect to CRM","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1061159","NewCase 23.0 Email to Case - Tricare XML email is not detected as XML","Service/Process Failure","80"
"IM1061247","User can't receive any email's from the shared mailbox.RITM0754319 - hugo.yang@aspirelifestyles.com","null","null"
"null","null","null","null"
"IM1061315","Hello, I accidentally deleted my inbox. I restored the items from the Deleted Items folder, but I st","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1153571","UNABLE TO CONNECT TO MOBILE MODEM","Network","75"
"IM1071178","Unable to connect to O365 portal on intlsos domain","Network","75"
"null","null","null","null"
"IM1153052","Unable to connect to Payroll Drive.","Node/Device Down","60"
"null","null","null","null"
"null","null","null","null"
"IM1061614","Microsoft outlook reached the maximum size","Service/Process Failure","90"
"IM1061660","TRICARE VDI (Outlook and Teams not working)","Application Function Issue","80"
"null","null","null","null"
"IM1061754","Incoming Email across client","Network","80"
"null","null","null","null"
"null","null","null","null"
"IM1062031","Teams - meeting details are not going through while scheduling a teams meeting through New Outlook o","Application Function Issue","75"
"IM1129034","Unable to connect to RDP","Node/Device Down","90"
"null","null","null","null"
"IM1062070","Email is rejecting some emails.","Service/Process Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1065929","Unable to connect to RDP server","Node/Device Down","90"
"IM1099979","Unable to connect to RDP-vkeruradm@internationalsos.com","Node/Device Down","85"
"null","null","null","null"
"IM1062519","Unable receive emails in out look","Service/Process Failure","80"
"null","null","null","null"
"null","null","null","null"
"IM1062544","Unable to log in outlook in my phone","Access Authentication Failure","85"
"IM1062749","Unable to access company email","Access Authentication Failure","80"
"null","null","null","null"
"IM1156782","unable to connect to server A02VMPSAGDB01","Node/Device Down","90"
"null","null","null","null"
"null","null","null","null"
"IM1075092","Unable to connect to shares on server //phlvsyfilshr","Node/Device Down","85"
"IM1062776","Please note my Flight desk Africa mailbox on outlook appears as empty although my other colleagues c","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1089734","Unable to connect to the backup server.","Node/Device Down","80"
"IM1062825","Issue with profile affecting outlook loading","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1062827","Unable to Export Patient Consultations from PPS to MS Word","Application Function Issue","80"
"IM1062889","the Oracle page, emails are not being delivered","Service/Process Failure","75"
"null","null","null","null"
"null","null","null","null"
"IM1062934","Cannot access power BI, authetification on phone outlook not working","Access Authentication Failure","90"
"IM1062989","Unable to download Teams and Outlook","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1063035","outlook is not working - unable to drag emails to newcase. where newcase application is working fine","Application Function Issue","95"
"IM1066382","Unable to connect ZPA, kindly route this to Cyber ops team.","Access Authentication Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1063092","I Cannot Access Encrypted Emails (.rpmsg)","Application Function Issue","90"
"IM1057810","Unable to convert PDF file need assistance.","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1063102","Currently showing 2 unread emails, but not visible in inbox. Shared emial: travelrisktrainings@inter","Application Function Issue","80"
"IM1063263","please assist as Printer Scan Document failed to email Error 016-767","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1103312","unable to create a GOP","Application Function Issue","90"
"IM1063500","Email staging area issue","Service/Process Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1149653","Unable to Create a QA Scorecard - JPMC Team","Application Function Issue","90"
"IM1063522","Unable to set up the Company Portal on my new Iphone device. Recently i have changed my phone and un","Hardware","80"
"null","null","null","null"
"null","null","null","null"
"IM1063769","the shared inbox  dod.billing@internationalsos.com no longer has the 'recall email' option","Application Function Issue","90"
"IM1063819","User unable to access outlook - Getting error as Unable to sign in.","Access Authentication Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1064008","Fund Request Power App - Missing Email Notification","Application Function Issue","80"
"IM1064020","IM1062749 - Unable to access company email","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1091857","Unable to create new customer","Application Function Issue","75"
"IM1064070","KL MDM Sharepoint- Auto generated email notifications are not working","Service/Process Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1085453","Unable to Create New Customer under AOI Program","Application Function Issue","85"
"IM1099782","Unable to delete an Operations Procedure currently in Pending Compilation","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1064077","NewCase - Email to case - case sensitivity issue for the mailbox configured in the service.","Security Violation","75"
"IM1118130","Unable to delete claim in IAP Manage claim","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1070212","Unable to delete custom emoji","Application Function Issue","95"
"IM1077767","unable to deliver services required","Service/Process Failure","85"
"null","null","null","null"
"IM1080561","Unable to dial","Network","80"
"null","null","null","null"
"null","null","null","null"
"IM1059881","Unable to Dial 1800 Number","Network","80"
"IM1064125","I can not use Word application anymore","Application Function Issue","90"
"null","null","null","null"
"IM1067920","Unable to download app in mobile phone","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1155631","Unable to download attachment from CRM","Service/Process Failure","70"
"IM1058332","Unable to download file","Service/Process Failure","70"
"null","null","null","null"
"IM1071597","Unable to download implementation steps under Onboarding Project for the client SQM Australia Pty Lt","Employee Onboarding","85"
"null","null","null","null"
"null","null","null","null"
"IM1100597","Unable to download report","Application Function Issue","75"
"IM1064328","Experiencing an issue with our shared mailbox brazil@internationalsos.com (Microsoft 365 shared mail","Application Function Issue","70"
"null","null","null","null"
"IM1064338","The RBC team is experiencing issues with emails.  THhs cardholder has sent multiple emails, Jan 9, 1","Application Function Issue","65"
"null","null","null","null"
"null","null","null","null"
"IM1067033","Unable to download scanned pages","Application Function Issue","70"
"IM1064427","outlook continues not responding and unable to move to other folders","Application Function Issue","95"
"null","null","null","null"
"IM1086787","Unable to edit/work on a case","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1158282","Unable to enter authentication code in concur. Logging in to concur","Access Authentication Failure","85"
"IM1088391","Unable to extract any report in Q&A","Application Function Issue","90"
"null","null","null","null"
"IM1064461","Iris.zhang is unable to send an email to DL.SHA.NON-EC.ALL.AspireShanghaiNonECAllMailUsers@aspirelif","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1064568","User unable to delete email from Online Archived","Application Function Issue","85"
"IM1064662","Unable to login in Assistance  App  email verification is not reaching to my SOS email address.","Access Authentication Failure","75"
"null","null","null","null"
"IM1064685","system wrong generated the auto reply email and not send to customer but sent to the program email","Service/Process Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1139499","Unable to extract fax document to CRM for humana cases","Application Function Issue","70"
"IM1064701","Outlook- Unable to access deleted items archive folder","Access Authentication Failure","80"
"null","null","null","null"
"IM1097034","unable to extract the report from LE CHM from Q&A","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1127810","Unable to extract the supplier data for SIM entity in master data extraction file","Application Function Issue","85"
"IM1075315","Unable to find airline name for Firefly in the case "Edit"","Application Function Issue","80"
"null","null","null","null"
"IM1064965","Unable to encrypt email out of organization","Security Violation","75"
"null","null","null","null"
"null","null","null","null"
"IM1064988","Salesforce should send a email notification to our management team whenever theres a new ** VIP**  c","Application Function Issue","70"
"IM1139236","Unable to find GOP in Bigger (In Prepare Claim)","Application Function Issue","85"
"null","null","null","null"
"IM1109552","Unable to find the entity details for WF ID's","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1139473","Unable to find the mailbox - mtfreferrallon@internationalsos.com","Application Function Issue","75"
"IM1064991","Outlook is not responding","Service/Process Failure","90"
"null","null","null","null"
"IM1065003","03108868  CH emailed a reply and it was added to the case feed, but the case remained closed.","Service/Process Failure","80"
"null","null","null","null"
"IM1065011","Salesforce email issue - Email Display","null","null"
"null","null","null","null"
"null","null","null","null"
"IM1065039","Outlook- not receiving email from external sender","Application Function Issue","95"
"IM1064570","Unable to find user's digital profile","Application Function Issue","90"
"null","null","null","null"
"IM1065040","Outlook can not received email inbound from outside","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1059479","Unable to find VC","Application Function Issue","85"
"IM1065046","Can't receive email from Gmail account/email to aspirelifestyles email","Application Function Issue","90"
"null","null","null","null"
"IM1119706","Unable to generate reports from WebFocus - SSRT and AHSS","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1071414","Unable to generates credit note lines","Application Function Issue","90"
"IM1065048","SIN is not receiving external/inbound emails in Outlook.","Network","85"
"null","null","null","null"
"IM1065049","Aspire Email issue","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1093822","Unable to get into my remote desktop","Access Authentication Failure","80"
"IM1065052","Delay in receipt of Client email","Network","70"
"null","null","null","null"
"IM1065062","Inbound email on salesforce and Outlook is affected by the outage","Service/Process Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1133327","Unable to get push notification - ralf.arche@internationalsos.com","Access Authentication Failure","65"
"IM1057364","Unable to Hear Cm","Hardware","50"
"null","null","null","null"
"IM1065127","Related to IM1065029 - Didnt receive email from PH BIR during the time of outage","Service/Process Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1065138","Outlook- not able to drag and drop the attachment","Application Function Issue","90"
"IM1082683","UNABLE TO HEAR THROUGH MY AUDIO","Hardware","75"
"null","null","null","null"
"null","null","null","null"
"IM1065153","The email failed to be sent and a bounce back was received.","Service/Process Failure","95"
"IM1065202","excel and email are not alight.","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1065223","Unable to access Aspire  outlook and teams in mobile","Access Authentication Failure","85"
"null","null","null","null"
"IM1065254","We have not OTP received any email from this website. (https://claimconsole.roojai.com/#/)","Application Function Issue","85"
"IM1065305","More than 10 hours Delay in Receiving Salesforce Emails","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1152620","Unable to inactivate the draft claim in GSS BIGGER","Application Function Issue","90"
"IM1081431","Unable to issue Guarantee of payment in the case MLON008724","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1065340","Escalations posted not generating emails","Application Function Issue","95"
"IM1135570","Unable to launch Bigger","null","null"
"null","null","null","null"
"null","null","null","null"
"IM1065365","Although RBC incidents are being posted correctly, the emails are not generating, this is an URGENT ","Service/Process Failure","95"
"IM1152485","Unable to Launch Contact Pad on Vonage","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1065398","Client getting bounce back emails when try to email our @aspirelifestyles email","Service/Process Failure","90"
"IM1065449","Emails sent by brazil@internationalsos.com are not being received by americas@internationalsos.com","Service/Process Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1056586","Unable to launch teams - fixed by local IT","Application Function Issue","80"
"IM1160179","Unable to load Asset on SEG Asset Register","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1148668","unable to load data in template due to we getting error fail to parse info Q&A report definition in ","Application Function Issue","90"
"IM1065721","Corporate Mobile - natalie.ebden@internationalsos.com - to set up email access to a new company issu","Access Grant Request","85"
"null","null","null","null"
"null","null","null","null"
"IM1065910","Follow up, We have not OTP received any email from this website. (https://claimconsole.roojai.com/#/","Service/Process Failure","80"
"IM1071956","Unable to load invoice up to PO 2025DEC-45859-0","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1066004","User unable to delete mail\messages on outlook","Application Function Issue","90"
"IM1066246","User unable to send/ receive emails from his internationalsos ID:daniel.soria@internationalsos also ","Security Violation","85"
"null","null","null","null"
"null","null","null","null"
"IM1066261","User suspected a Phishing email","Application Function Issue","90"
"IM1101772","unable to load ssn in crm, unable to load bene as well even though they are in crm","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1066264","outlook has reach the maximum size","Application Function Issue","90"
"IM1066293","NewCase: view email notes not working","Application Function Issue","90"
"null","null","null","null"
"IM1062886","Unable to load Vonage on LAN","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1066307","Mobile Phone|| Unable to access Teams and Outlook in phone|| Device is non compliant","Security Violation","75"
"IM1078930","unable to log in","Access Authentication Failure","95"
"null","null","null","null"
"IM1095152","Unable to log in  into VDI","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1066308","we are not able to receive email from Ng, Pinky Wh  <pinky.wh.ng@citi.com> in salesforce","Network","80"
"IM1066360","unable to  log on in the Controller Excel add-in","Access Authentication Failure","95"
"null","null","null","null"
"IM1066371","Outlook Freezes When Dragging and Dropping Emails","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1094610","unable to log in on MSAS","Access Authentication Failure","95"
"IM1115697","Unable to log in to ADP app on my phone or the website link on my work desktop environment","Access Authentication Failure","95"
"null","null","null","null"
"IM1081111","Unable to log in to Aspire CRM Staging","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1143130","Unable to log in to Cxone.","Access Authentication Failure","95"
"IM1113530","Unable to log in to Microsoft Teams in TRICARE VDI","Access Authentication Failure","95"
"null","null","null","null"
"IM1076451","Unable to log in to RiskMan.","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1135393","UNABLE TO LOG IN TO SUN 6","Access Authentication Failure","95"
"IM1066383","One Drive|| Remove the retention policy from one drive so that add up more space in one drive|| No E","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1066419","cannot tag an email and new outlook.ost has reached the maximum size","Application Function Issue","75"
"IM1066432","excel document","Application Function Issue","60"
"null","null","null","null"
"null","null","null","null"
"IM1066444","Personal email showing instead of bank email","Security Violation","95"
"IM1109561","Unable to log in to VDI environment","Access Authentication Failure","90"
"null","null","null","null"
"IM1153459","Unable to log in to VDI from 12:00 PM","Access Authentication Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1066461","when sending emails from Salesforce, my personal email is showing instead of the Bank's email, so th","Security Violation","90"
"IM1066516","User tablet's mainboard has been changed but user is not able to access CRM salesforce, outlook, tea","Hardware","80"
"null","null","null","null"
"null","null","null","null"
"IM1066689","Outlook and Microsoft teams on VDI are not working for me","Access Authentication Failure","95"
"IM1070280","Unable to log inti Citric Acct","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1115671","Unable to log into ADP.","Access Authentication Failure","95"
"IM1066794","being spammed from an autoreply email, need to block them as a sender","Security Violation","85"
"null","null","null","null"
"IM1064583","Unable to log into CRM (near patient role)","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1129688","Unable to log into CXOne","Access Authentication Failure","95"
"IM1066799","Missing inbound SF email on Jan 23","Service/Process Failure","80"
"null","null","null","null"
"IM1066856","When ever user try to search in team's  for nargis.khan@aspirelifestyles.com they are not able to fi","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1066904","There is some email send from vendor such as confirmation and driver details but it's not showing in","Application Function Issue","75"
"IM1091415","Unable to log into MyHR or any other application on sharepoint","Access Authentication Failure","90"
"null","null","null","null"
"IM1142140","Unable to log into remote desktop","Access Authentication Failure","80"
"null","null","null","null"
"null","null","null","null"
"IM1066924","Cannot send shared calendar or event in Outlook","Application Function Issue","95"
"IM1109441","Unable to log into Riskman","Access Authentication Failure","100"
"null","null","null","null"
"IM1154057","Unable to log into SST","Access Authentication Failure","100"
"null","null","null","null"
"null","null","null","null"
"IM1069729","Unable to log into the dataloader.io.","Access Authentication Failure","100"
"IM1062885","Unable to log into VDI","Access Authentication Failure","100"
"null","null","null","null"
"IM1066968","not receiving emails from no-reply@mybookingplatform.com and noreply@mybookingplatform.com","Application Function Issue","100"
"null","null","null","null"
"null","null","null","null"
"IM1067020","Office 365 - Enable email forwarding","Access Grant Request","100"
"IM1085052","Unable to log into VDI","Access Authentication Failure","100"
"null","null","null","null"
"IM1138313","Unable to log into Xodo / expired subscription","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1067328","Not receiving all emails","Application Function Issue","85"
"IM1067339","unable to open email attachment","Application Function Issue","90"
"null","null","null","null"
"IM1067428","My forwarding tab is missing in the outlook emails to aspire","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1130384","Unable to log on NICE","Access Authentication Failure","90"
"null","null","null","null"
"IM1099361","Unable to log on to BC Timekeeping","Access Authentication Failure","90"
"null","null","null","null"
"IM1063248","Unable to log sales leads","Application Function Issue","85"
"null","null","null","null"
"IM1067431","Shared Mailbox Issue – AEA PAJAK8 Not Synced in Outlook","Service/Process Failure","85"
"null","null","null","null"
"IM1067798","Bigger | Issue with GOP Visibility and Email Sending in PHL Newcase","Service/Process Failure","80"
"IM1137030","Unable to lunch files.","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1096763","Unable to make outbound","Service/Process Failure","75"
"IM1067973","No email in quantum TRM demo mailbox.","Service/Process Failure","70"
"null","null","null","null"
"null","null","null","null"
"IM1068026","I cannot save files from Excel to PDF","Application Function Issue","85"
"IM1085381","Unable to modify DL in the Exchange Admin","DL creation","95"
"null","null","null","null"
"null","null","null","null"
"IM1155853","Unable to move case forward after medical review as pop up "Edit Action due history" has no appropri","Application Function Issue","85"
"IM1068065","Outlook- Office 365 login not working, creating problems accessing email- Something went wrong","Access Authentication Failure","75"
"null","null","null","null"
"null","null","null","null"
"IM1068140","Emails not routing from Pooled Org Admin to a concierge","Service/Process Failure","80"
"IM1068483","one drive is not working - Not syncing the files","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1073854","Unable to open "Files" in Teams TOP Channels","Application Function Issue","85"
"null","null","null","null"
"IM1068580","Unable to access outlook on phone","Application Function Issue","95"
"null","null","null","null"
"IM1068683","Signature does not pull in from outlook","Application Function Issue","90"
"IM1109907","unable to open 360 learning","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1068694","Unable to access outlook and teams in phone","Application Function Issue","90"
"IM1068720","H3S Incident Management: Travel Ready not being sent when itinerary changes...email appears to have ","Service/Process Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1109517","Unable to Open A PPT file on Power Point application (crahes)","Application Function Issue","95"
"IM1107623","Unable to open and connect to Microsoft Teams","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1078216","Unable to open AU Bank Debit card cases on sales force","Application Function Issue","95"
"IM1055952","Unable to open AU Bank Debit card program cases","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1068737","Newcase - When creating case from the new app version we cannot update the category and subject colu","Application Function Issue","95"
"IM1068872","Cannot add email notes to case or discard email","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1066866","Unable to open AU bank debit card program cases","Application Function Issue","95"
"IM1066391","Unable to open AU Bank's Debit Card Programme cases","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1069458","outlook has reached limit, outlook slow and cant receive email nor able to send emails","Application Function Issue","90"
"IM1069638","User cannot access Teams and Outlook on her phone because it says the device is not compliant","Access Authentication Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1069747","User cannot access Teams and Outlook on her work phone because it says the device is not compliant","Access Authentication Failure","95"
"IM1069756","Outlook- Can't open Outlook","Application Function Issue","80"
"null","null","null","null"
"IM1113187","Unable to open BIGGER.","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1107580","Unable to open case MFRA003938","Application Function Issue","95"
"IM1058219","Unable to open Case MLON006830 from PHL","Application Function Issue","95"
"null","null","null","null"
"IM1072828","unable to open case MLON008220, replicated to PHL by LON - MLON008220","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1093843","unable to open case MLON010532","Application Function Issue","95"
"IM1069586","Unable to open case MPAR008685 because client name isn't loaded","Application Function Issue","95"
"null","null","null","null"
"IM1064683","Unable to open case MPHL002164","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1159683","UNABLE TO OPEN CASE MPHL022700","Access Authentication Failure","90"
"IM1069812","Maximum capacity of outlook","Application Function Issue","85"
"null","null","null","null"
"IM1069877","Microsoft outlook has reached the maximum size","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1069919","Laptop + Excel Freezing","Hardware","70"
"IM1070296","IATA Administrator Email - Not Working","Access Authentication Failure","80"
"null","null","null","null"
"IM1067326","unable to open Concur expense","Access Authentication Failure","85"
"null","null","null","null"
"null","null","null","null"
"IM1070320","International SOS email/account setup - David Hines","Access Authentication Failure","80"
"IM1070426","OUTLOOK HAS REACHED MAXIMUM LIMIT  - PLEASE REFER TO LOCAT IT","Service/Process Failure","85"
"null","null","null","null"
"IM1070832","Disappeared Files From One Drive/Microsoft Teams","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1112616","Unable to open GOP.","Application Function Issue","70"
"IM1067069","Unable to open IBM controller (cognos)","Application Function Issue","70"
"null","null","null","null"
"IM1070871","Customer contacted us because he is unable to received the verification email for him to create his ","Access Authentication Failure","65"
"null","null","null","null"
"null","null","null","null"
"IM1071006","creating an email rule and the following error appears. ( The rule could not be created. )","Application Function Issue","90"
"IM1071451","renewal email trigger failed","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1071506","Issue with outlook  cannot categories email","Application Function Issue","80"
"IM1091679","Unable to open Old Version (PDF) OPS Procedure","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1101723","unable to open operation procedure in new case. only affected by this one case","Application Function Issue","70"
"IM1125785","Unable to open Orca, please see attachment below. Thank you.","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
"IM1071524","Outlook on web can't empty "Deleted items"","Application Function Issue","80"
"IM1071648","case reopened after inbound email on the bench for non active agent.","Service/Process Failure","75"
"null","null","null","null"
"null","null","null","null"
"IM1076973","Unable to open pdf files","Application Function Issue","90"
"IM1067509","Unable to open PDF format of Client procedures from the new case.","Application Function Issue","95"
"null","null","null","null"
"IM1071762","Client attempted to send an email request to our MedAire inbox (Microsoft Outlook), however client s","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1071796","Outlook is having receiving error","Application Function Issue","90"
"IM1058608","Unable to open the case: MSIN005568","Application Function Issue","70"
"null","null","null","null"
"IM1100498","Unable to open the Cognos","Application Function Issue","70"
"null","null","null","null"
"null","null","null","null"
"IM1072067","MS Outlook on the VDI desktop does not work","Application Function Issue","85"
"IM1074748","Unable to open the website","Application Function Issue","85"
"null","null","null","null"
"IM1072176","I cannot use Outlook","null","null"
"null","null","null","null"
"IM1072203","Time Sensitive: Aspire employees are receiving undeliverable email notifications when sending emails","Service/Process Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1107325","Unable to open this case- MFRA003938 no records found","Application Function Issue","85"
"IM1078833","Unable to open TRICARE policy websites","Application Function Issue","80"
"null","null","null","null"
"IM1072252","Customer to MedAire Email Delivery Fail","Service/Process Failure","90"
"null","null","null","null"
"null","null","null","null"
"IM1072333","Client received an email delivery kickback when they attempted to send an email request to our secur","Service/Process Failure","85"
"IM1072400","Unable to refresh sharepoint excel","Application Function Issue","85"
"null","null","null","null"
"IM1072408","My sent email has codes only not in Japanese text.","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1118587","Unable to open VDI. Is going on and off","Node/Device Down","75"
"IM1057093","Unable to open vendor invoice - error message - Error opening PDF file. Please contact your system a","Application Function Issue","90"
"null","null","null","null"
"IM1072421","OUTLOOK REACHED MAXIMUM LIMIT - PLEASE REFER TO IT","Service/Process Failure","95"
"null","null","null","null"
"null","null","null","null"
"IM1072473","User Shirley Koh cannot receive emails at shirley.koh1@internationalsos.com  in Outlook","Application Function Issue","85"
"IM1138274","unable to open/forward attachments  like the photo in this ticket","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1069760","Unable to perform RCM for Bank","Application Function Issue","75"
"IM1113954","Unable to post in Automation Template","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1072527","When sending an email mailbox selection option is not visible","Application Function Issue","95"
"IM1142718","Unable to preview GOP","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1072530","CANNOT MOVE ITEMS IN MICROSOFT OUTLOOK. IT NEEDS TO REPROFILE. IT HAS REACHED THE MAXIMUM SIZE.","Application Function Issue","95"
"IM1072689","The Cognos application in excel has disappeared from my application window.","Application Function Issue","90"
"null","null","null","null"
"null","null","null","null"
"IM1072729","Outlook - Keeps freezing - Performance issue","Application Function Issue","85"
"IM1095313","Unable to print","Application Function Issue","80"
"null","null","null","null"
"null","null","null","null"
"IM1137266","Unable to print","Application Function Issue","80"
"IM1072890","Unable to receive email from formstack","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1073227","NewCase||Unable to view email notes","Application Function Issue","70"
"IM1073353","MDC Newcase :View email notes" in newcase. Every time I click on it My NewCase is not responding.","Application Function Issue","95"
"null","null","null","null"
"null","null","null","null"
"IM1073502","User is facing issue while accessing the MS Teams and Outlook in the Corporate mobile Device. Asking","Application Function Issue","85"
"IM1073516","while clicking on the view email notes button. the app crashes and stop responding for very long tim","Application Function Issue","90"
"null","null","null","null"
"IM1152011","unable to print","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1073540","Outlook error in VDI","Service/Process Failure","80"
"IM1073633","Cannot tracing email","Application Function Issue","80"
"null","null","null","null"
"IM1073654","One Drive Not Sync - unable to open file from desktop","Application Function Issue","75"
"null","null","null","null"
"null","null","null","null"
"IM1073813","Received this email but I have updated the passcode and the software is also up to date.","Password Reset","60"
"IM1073900","Cannot access Outlook on VDI: neither app or online","Application Function Issue","90"
"null","null","null","null"
"IM1061673","Unable to print document need assistance.","Application Function Issue","85"
"null","null","null","null"
"null","null","null","null"
