Number,Short Description,AI Generated Category,Confidence Score
"INC3994014","Bill to address in the POs for Germany needs to be changed","Application Function Issue","80"
"INC3994000","change my laptop power option-1st message send on 20/01","Hardware","70"
"INC3993967","My email has changed from mohammadmaruf.tayeeb@linxon.com to marufmohammad.tayeeb@linxon.com. When i","Password Reset","90"
"INC3993959","Unable to click on the left side of the screen","Application Function Issue","60"
"INC3993945","Blubeam Licens","Service/Process Failure","85"
"INC3993801","Timesheet not working","null","null"
"INC3993796","I need urgent access to Teams Premium","Access Grant Request","95"
"INC3993736","URGENT ACTION NEEDED - Risk of damaged a Sharepoint folder shared with suppliers","Security Violation","85"
"INC3993658","Account is currently lock out and may not be log on to.","Access Authentication Failure","90"
"INC3993657","Account Lockout:- Cant log in","Access Authentication Failure","85"
"INC3993592","Issues sending emails.","Application Function Issue","75"
"INC3993271","Teams App on my Windows laptop is not working","Application Function Issue","80"
"INC3993224","Unable to Open Email Attachments","Application Function Issue","70"
"INC3993200","cannot project my screen onto multiple screens","Application Function Issue","85"
"INC3993131","OUTLOOK NOT WORKING","Application Function Issue","90"
"INC3992993","unable to preview pdf files in emails","Application Function Issue","80"
"INC3992979","Connection to printer - 192.168.1.77","Hardware","95"
"INC3992946","Please unblock and reset the password for Shan Joseph","Password Reset","95"
"INC3992780","New Joiner / Mobile is not on Teams","Employee Onboarding","85"
"INC3992653","work day tasks details cannot be seen ( PDA)","Application Function Issue","75"
"INC3992455","I still cannot get into oracle after 3 days","Access Authentication Failure","95"
"INC3992363","Microsoft sign in issue","Access Authentication Failure","90"
"INC3992358","On my new company phone, it will not allow me to verify my account even when I enter in my email and","Employee Onboarding","85"
"INC3992334","Printer - requires software to install","Application Function Issue","90"
"INC3992288","Query on phishing email report","Security Violation","80"
"INC3992125","Access to a Postbox "Procurement.DE@linxon.com" & "Procurement.CH@linxon.com"","Access Authentication Failure","90"
"INC3992107","Save My Seat portal is not working","Application Function Issue","90"
"INC3992095","OneDrive not syncing- 2nd message send on 26/01","Application Function Issue","85"
"INC3991973","outlook hanging","Application Function Issue","95"
"INC3991959","Can´t open attached in oracle for approving invoices","Application Function Issue","80"
"INC3991957","Charging/Extended display cable not working","Hardware","75"
"INC3991906","cannot log into Microstation","Access Authentication Failure","90"
"INC3991902","Unsuccesful installation for uniFlow sioftware","Service/Process Failure","85"
"INC3991892","I am not getting any emails in my common email box since 2.45 pm","Application Function Issue","85"
"INC3991803","UT41 Degerträsk - Access to External Sharepoint - Powergoup","Access Authentication Failure","75"
"INC3991768","Laptop Speaker not working and Headset use always disconnecting calls, need to click RESUME to conti","Hardware","90"
"INC3991726","Laptop Speaker issue","Hardware","90"
"INC3991709","Audio Issue in MS teams","Application Function Issue","80"
"INC3991707","TEAMS and other applications without access - Suspended awaiting update from User","Access Authentication Failure","85"
"INC3991623","Wants to install government app.","Access Grant Request","90"
"INC3991620","No sound in laptop.","Hardware","95"
"INC3991619","701306 Rheinau and 695022 Beuren are not in the SPE in SAP Ariba","Service/Process Failure","80"
"INC3991519","Not able to open pdf files on the server","Application Function Issue","85"
"INC3991458","Printer Connection Failed","Network","75"
"INC3991390","Reset MFA","Password Reset","95"
"INC3991387","Onedrive Load status","Application Function Issue","80"
"INC3991383","Laptop Hang Issue","Hardware","90"
"INC3991162","Java is not working on my computer","Application Function Issue","85"
"INC3990859","CONCUR Expense system showing error upon opening","Service/Process Failure","80"
"INC3990797","Set up Printer for New Cross","Hardware","95"
"INC3990768","Need to reset MFA for MarufMohammad.Tayeeb@Linxon.com","Password Reset","95"
"INC3990605","Printer at Didcot site not connected to the correct network.","Network","85"
"INC3990596","Autodesk trial expires in  3 days","Application Function Issue","80"
"INC3990544","My oracle time sheet does not allow recording overtime.","Application Function Issue","95"
"INC3990496","Timesheet - unable to submit after making changes","Application Function Issue","90"
"INC3990463","Markview is not working","Application Function Issue","85"
"INC3990429","Blue screen error and labtop reboot automatically","Hardware","80"
"INC3990368","Unable to access to the Outlook","Access Authentication Failure","75"
"INC3990314","Teams invite issue in the outlook","Application Function Issue","70"
"INC3990253","Data Extraction to Excel format issue in autocad","Application Function Issue","65"
"INC3990236","Password reset for user","Password Reset","95"
"INC3990204","He is unable to login. Please provide the password.","Access Authentication Failure","85"
"INC3990174","User  Need Service Account","Access Grant Request","90"
"INC3990149","Disk Storage Full","Application Function Issue","80"
"INC3990143","While working in the PDF, a glitch occurs frequently","Application Function Issue","75"
"INC3990118","cctv Web site not working properly","Web Security","70"
"INC3989995","Timesheet - unable to submit the timesheets","Service/Process Failure","85"
"INC3989919","Computer is lagging","Hardware","80"
"INC3989854","Not able to access Timesheet, getting error","Application Function Issue","95"
"INC3989799","unable to launch Lpile application","Application Function Issue","95"
"INC3989764","Need to install  Microsoft Project 365 app on the machine.","Access Grant Request","85"
"INC3989706","Vacation tool shows I only have 2.36 days for this year","Application Function Issue","90"
"INC3989695","I cannot get into Microsoft Teams on my computer. Just gets stuck on the loading screen.","Service/Process Failure","80"
"INC3989672","unable to connect with connection clint","Network","70"
"INC3989524","need to login new laptop","Hardware","95"
"INC3989520","I am a new starter and i am trying to submit a request for a company credit card but the system is n","Employee Onboarding","85"
"INC3989510","Need to Install JAVA","Application Function Issue","90"
"INC3989466","charging port not working - both type c ports","Hardware","95"
"INC3989278","I Cant able Access my SAP Cocur Expenses","Access Authentication Failure","80"
"INC3989035","Need to MFA","Access Grant Request","75"
"INC3988991","My Display monitor issue - reg.,","Hardware","90"
"INC3988970","New Joiner / Mobile Phone is not on Teams","Employee Onboarding","90"
"INC3988873","Sharepoint Sync Issues - Need to be Rectified","Application Function Issue","85"
"INC3988859","Unable to sign in, gets the compliance error when signing in","Access Authentication Failure","95"
"INC3988802","Microsoft office account not linking","Access Authentication Failure","80"
"INC3988771","Need an access to the server","Access Grant Request","90"
"INC3988736","Issue with one drive and retrieval of files","Application Function Issue","85"
"INC3988726","unable to open powerfactory","Application Function Issue","75"
"INC3988614","Inbox not updating","Application Function Issue","90"
"INC3988157","Not able to run the smartview in excel","Application Function Issue","85"
"INC3987878","I need to configure my laptop with site printer HP OfficeJet Pro 9730, I i think need to install the","Hardware","75"
"INC3987645","lost acces to all Adobe Creative Cloud programs","Access Authentication Failure","80"
"INC3987583","OneDrive - Query on syncing Desktop","Service/Process Failure","70"
"INC3987439","Headset earpads issue","Hardware","95"
"INC3987418","User need help with the company portal setup in the phone","Access Grant Request","85"
"INC3987312","Issue submitting the timesheet","Application Function Issue","90"
"INC3987194","User is facing issue with the laptop microphone","Hardware","95"
"INC3987162","Unable to access service now","Service/Process Failure","85"
"INC3987088","Need to Add project code in the Verification template report in SAP BI Launch pad","Application Function Issue","80"
"INC3986996","Regarding server access","Access Authentication Failure","75"
"INC3986886","Need to add Plotter in my device","Hardware","90"
"INC3986864","Need to reset SAP BO password","Password Reset","95"
"INC3986781","MFA reset required.","Password Reset","95"
"INC3986773","Can not view estimate in a tool, is it blocked by a security policy","Security Violation","85"
"INC3986747","cannot connect to accpac network drive.","Network","90"
"INC3986732","Need to printer plotter to my device","Hardware","75"
"INC3986658","oracle login issue","Access Authentication Failure","95"
"INC3986576","Unable to access concur","Service/Process Failure","80"
"INC3986360","Teams meeting unable to create from outlook","Application Function Issue","85"
"INC3986237",".NET framework won't install","Application Function Issue","80"
"INC3986048","Not Authorized to request Service Account","Access Authentication Failure","95"
"INC3986043","Unable to access the timesheet","Application Function Issue","90"
"INC3986031","Regarding Oracle opening issues.","Application Function Issue","85"
"INC3985980","Company Portal - Mobile not added","Access Authentication Failure","90"
"INC3985969","MFA Reset required.","Password Reset","95"
"INC3985802","Unable to access Oracle","Application Function Issue","80"
"INC3985737","user shared e-mail to privateprforum-workingpage@atkinsglobal.com","Security Violation","95"
"INC3985702","email recall","Application Function Issue","85"
"INC3985564","Microsoft.Net Framework will not insall from Software Center","Application Function Issue","95"
"INC3985552","Keyboard not working","Hardware","90"
"INC3985535","Request for Teams and Outlook in Mobile Phone","Access Grant Request","85"
"INC3985441","Recover Forgot password from Excel sheet","Password Reset","80"
"INC3985440","MFA, outlook & teams' installation","Application Function Issue","85"
"INC3985426","I cant printout using foxit pdf editor. its closed when i take printout.","Application Function Issue","90"
"INC3985312","Not able to install Autocad 2024","Application Function Issue","95"
"INC3985290","Mouse and Headphone is not working.","Hardware","95"
"INC3985276","Fox it needs admin password to run.","Access Authentication Failure","85"
"INC3985266","Please check the attachment and resolve the issue ASAP.","Service/Process Failure","70"
"INC3985065","Excel is not allowing me to run Macro or upload to Oracle  in WEBADI template.  Getting ero message ","Application Function Issue","90"
"INC3984960","Concur Project 704563 has no tasks available to select.","Application Function Issue","80"
"INC3984849","Account lockout","Access Authentication Failure","90"
"INC3984762","Unable to access timesheet","Access Authentication Failure","85"
"INC3984752","Kofax Markview not working","Access Authentication Failure","80"
"INC3984704","Invoice Download Error in Oracle-Saudi RHQ 19722","Application Function Issue","90"
"INC3984699","need to set up intune in phone","Access Grant Request","95"
"INC3984643","NO access to the email and teams in the cell phone","Access Authentication Failure","75"
"INC3984605","Hello there, can help me get access for autodesk civil 3d, it my first time runing soft ware","Access Grant Request","85"
"INC3984588","Need to reset authenticator, can not access account","Password Reset","95"
"INC3984381","Printer is not working in 4th Floor","Hardware","90"
"INC3984380","In 4th floor Printer machine Not working properly","Hardware","90"
"INC3984262","Zscaler - Connection Error","Network","85"
"INC3984039","Zscaler not connected","Network","85"
"INC3983913","Registering mobile number in office 365","Access Grant Request","75"
"INC3983833","Headphones not working","Hardware","90"
"INC3983826","i can't install Autocad software from software center","Application Function Issue","95"
"INC3983815","My computer says to update windows defender. I am unable to open Outlook or corporate systems. Phone","Service/Process Failure","85"
"INC3983810","Cannot elevate account.","Access Authentication Failure","90"
"INC3983780","Power BI access not provided with reference to REQ2299463","Access Grant Request","80"
"INC3983758","External Monitor not connecting","Hardware","90"
"INC3983577","Microsoft teams is not working/ Microphone or sound is not working","Application Function Issue","85"
"INC3983285","mouse is not working","Hardware","95"
"INC3983237","Unable to Complete Device Enrollment","Access Authentication Failure","85"
"INC3983027","As of 12/27, mobile phone no longer connects to Microsoft 365 or Teams.","Application Function Issue","90"
"INC3983022","Not possible to access/login at Oracle","Access Authentication Failure","90"
"INC3983001","I need to change how my name is displayed in outlook","Access Grant Request","80"
"INC3982993","uninstallation Firefox","Application Function Issue","85"
"INC3982958","Cannot launch InEight Estimate","Application Function Issue","95"
"INC3982952","I belong to Linxon Switzerland. We have a tool to book leave days, I'm not able to log in","Access Authentication Failure","85"
"INC3982948","I BEX issue","Application Function Issue","90"
"INC3982941","Laptop is defect","Hardware","95"
"INC3982754","REQ2334031 - Request for software Installation","Access Grant Request","80"
"INC3982729","moved to contingent worker and Primary account restricted access and IT have created a new account n","Access Authentication Failure","75"
"INC3982713","Laptop Keyboard Keys not working properly -1st message send on 07/01","null","null"
"INC3982645","I am not able to access Teams in my phone Model I-Phone 13 , also it is been upgraded to latest iOs","Application Function Issue","85"
"INC3982620","User need help with the password reset as he is a new starter","Password Reset","95"
"INC3982583","Power BI desktop is not installed","Application Function Issue","90"
"INC3982582","Unable to configure company portal app in Iphone "Mohammad Maruf Tayeeb"","Hardware","75"
"INC3982555","Microsoft authenticator require QR code after phone reset","Access Authentication Failure","80"
"INC3982464","Couldn't connect multiple displays","Hardware","80"
"INC3982456","SAP Ariba does not work correctly","Application Function Issue","90"
"INC3982427","I'm unable to send mail to particular mail ID","Application Function Issue","85"
"INC3982418","Error Message in the subject line of the emails","Application Function Issue","95"
"INC3982407","User Account Control popup issue for Foxit","Security Violation","70"
"INC3982264","One excel is extremely slow","Hardware","75"
"INC3982112","Need assistance in setting up Company portal","Access Grant Request","80"
"INC3982095","Work Apps setup on iPhone","Application Function Issue","80"
"INC3982023","Eco online - unable to access  "John Lundy"","Access Authentication Failure","70"
"INC3982008","Not able to access outlook","Application Function Issue","85"
"INC3981934","unable to access software properly","Application Function Issue","75"
"INC3981700","Linxon LUK5CG5442HX9 - SSO not registered | Assign to SD - UK DESKSIDE, Sunny Bharadwa","Hardware","60"
"INC3981610","password reset","Password Reset","95"
"INC3981605","Mobile Phone Number not visible on Teams","Application Function Issue","80"
"INC3981582","Can't see pdfs in outlook","Application Function Issue","85"
"INC3981579","access issue","Access Authentication Failure","75"
"INC3981553","Need to configure a MFA","Access Grant Request","90"
"INC3981434","WLAN connection is not available on my laptop anymore","Network","80"
"INC3981432","Changing to a new computer How to recover all my documents and connection to Zdrive","Hardware","70"
"INC3981424","New Employee / Phone not visible on Teams","Employee Onboarding","85"
"INC3981418","Set up AtkinsRéalis access (Comp portal on mobile phone) is failing","Service/Process Failure","80"
"INC3981299","I cannot access Oracle  when I am working at home. I have to be at the office for it to work.","Network","80"
"INC3981231","User is having issue in logging in to the Bentley connection client from the ProjectWise.","Application Function Issue","70"
"INC3981198","Unable to login to laptop","Password Reset","60"
"INC3981192","Unable to access oracle","Application Function Issue","80"
"INC3981144","Unable to access office applications","Application Function Issue","80"
"INC3981105","Unable to login user with the password","Password Reset","70"
"INC3981101","Email ID Discrepency","Hardware","95"
"INC3980974","Connection issue with ethernet and wifi. Connection is switching between WIFI / Ethernet and no conn","Network","90"
"INC3980850","PowerApp is absent","Application Function Issue","90"
"INC3980784","My Mouse not working properly","Hardware","95"
"INC3980750","Extended Screen not working on new docking","Hardware","95"
"INC3980736","Extended screen not working for the laptop with docking station","Hardware","95"
"INC3980735","Issue with MFA.","Access Authentication Failure","90"
"INC3980707",""Foxit PDF" tab missing in MS excel","Application Function Issue","95"
"INC3980679","The Monitor (separate display unit) is getting ON and OFF frequently.","Hardware","90"
"INC3980652","Reset MFA","Password Reset","95"
"INC3980544","Unable to login Payroll portal","Access Authentication Failure","85"
"INC3980490","Printer not working with my laptop and the page will come empty","Hardware","80"
"INC3980152","Internet disconnecting frequently","Network","85"
"INC3980016","ThinkCell License Key has expired","Service/Process Failure","90"
"INC3979963","Team Invite unable to create from Outlook mail","Access Grant Request","85"
"INC3979667","Required bitlocker recovery key","Security Violation","90"
"INC3979575","iTunes  issue","Application Function Issue","80"
"INC3979432","deleted emails","Access Authentication Failure","75"
"INC3979391","Account locked out issue","Access Authentication Failure","95"
"INC3979373","Kindly Install this Software - REQ2334622","Access Grant Request","90"
"INC3979358","Enquire about the request, REQ2334031, Oracle Primavera P6 Professional EPPM 19 (19.12.0.34128) - GL","Access Grant Request","80"
"INC3979344","Issue with opening autocad file","Application Function Issue","90"
"INC3979174","Foxit PDF access issues "Javier Celdran"","Access Authentication Failure","85"
"INC3978917","My Mouse is not working properly","Hardware","95"
"INC3978847","need to add printer","Access Grant Request","80"
"INC3978813","unable to access file in macros","Application Function Issue","85"
"INC3978778","Error on oracle time sheet entry","Service/Process Failure","85"
"INC3978764","Need site printer driver installation","Access Grant Request","80"
"INC3978505","not able to sign into one drive. authenticator not working","Access Authentication Failure","90"
"INC3978478","Autocad license","Application Function Issue","80"
"INC3978383","Zscaler connection error","Network","75"
"INC3978371","Oracle timesheet does not have the updated Name","Application Function Issue","85"
"INC3978337","zscaler isnt working","Network","70"
"INC3978324","Unable to access to the Timesheet","Access Authentication Failure","90"
"INC3978318","Issue with Phishing email","Security Violation","85"
"INC3978313","Unable to Authenticate Using Authenticator","Access Authentication Failure","95"
"INC3978310","Password reset for the new starter","Password Reset","95"
"INC3978290","Issue with Windows Hello","Access Authentication Failure","80"
"INC3978237","Cannot use computer","Hardware","80"
"INC3978019","CAD activation","Application Function Issue","70"
"INC3977957","Laptop working issues , Keyboard not working","Hardware","90"
"INC3977944","User wanted to know the syncing process","Service/Process Failure","60"
"INC3977842","Edge browser , Teams sign in issue","Application Function Issue","75"
"INC3977829","Reset MFA","Password Reset","95"
"INC3977791","need access for MS project","Access Grant Request","85"
"INC3977615","Set up pin - sign in option","Access Authentication Failure","70"
"INC3977543","Password reset-KHANK23","Password Reset","95"
"INC3977458","Unable to share document in external sharepoint","Application Function Issue","90"
"INC3977121","Physical Damage Case - 5CG4170PFQ - Laptop Keyboard is not working.","Hardware","95"
"INC3976988","Not able to open dwg files from share point.","Application Function Issue","85"
"INC3976791","My name showing Incorrect with the combination of Upper and Lower cases","Application Function Issue","70"
"INC3976674","Email signature changes made changes back after 24 hours","Service/Process Failure","80"
"INC3976626","Autocad opening issue","Application Function Issue","95"
"INC3976566","user unable to access particular project in procore","Access Authentication Failure","80"
"INC3976560","Timesheet Report Error -UK","Application Function Issue","90"
"INC3976507","Need to add printer","Hardware","95"
"INC3976480","Access to client portal.","Access Grant Request","85"
"INC3976464","Need to clean my system","Service/Process Failure","70"
"INC3976447","TEKLA LICENS","Security Violation","60"
"INC3976431","Markview password is not resetting","Password Reset","95"
"INC3976357","Authenticator Request","Access Grant Request","90"
"INC3976317","Audio and video is not working in Teams call","Application Function Issue","85"
"INC3976078","IT SSC - Specific request or Question - NAC50058","Access Grant Request","95"
"INC3975997","Time Sheet report issue for INOPC & UK entities","Application Function Issue","90"
"INC3975900","Teams is not working properly","Application Function Issue","95"
"INC3975764","Oracle Timesheet Description","Access Authentication Failure","85"
"INC3975627","change approver in Oracle from El Malki, Karim to Navaro Carlos","Access Authentication Failure","80"
"INC3975595","Unable to access the teams and the outlook in the mobile device","Application Function Issue","90"
"INC3975460","Invoices sent to Kofax is not importing","null","null"
"INC3975404","Need to connect with Printer network","Network","90"
"INC3975320","Unable to download AtkinsRealis Management profile on new iPhone","Application Function Issue","85"
"INC3975302","Unable to connect the Zscaler","Network","95"
"INC3975098","Unable to find foxit editor","Application Function Issue","80"
"INC3974698","Validated invoices are not interfaced into Kofax and is stuck in Markview Monitoring queues","Service/Process Failure","95"
"INC3974641","Unable to login into SAP BI","Access Authentication Failure","90"
"INC3974573","ZPA is not connecting","Network","95"
"INC3974463","Oracle: Overtime and overtime bank does not show after HR confirmed they fix it","Application Function Issue","85"
"INC3974437","Web Cam issue","Hardware","90"
"INC3974268","The laptop frequently freezes and occasionally restarts on its own. pls refer the screen shot.","Access Grant Request","80"
"INC3973867","Request for enabling "Sync" for Project sharepoint","Application Function Issue","75"
"INC3973859","My Autodesk Construction cloud is a trial and only has 14 days left","null","null"
"INC3973771","Azure Conditional Access for Devices - Laptop asking to recovery key after every restart","Password Reset","95"
"INC3973741","Need Bitlocker Key","Password Reset","90"
"INC3973736","Microsoft Authenticator - Reset","Password Reset","85"
"INC3973611","Can't log in to my shadow (SLI) account and complete it.  When I clicked on the '3SLI Citrix Porta',","Application Function Issue","80"
"INC3973582","Microsoft Visio not working","Application Function Issue","75"
"INC3973577","Microsoft Outlook & Teams login connectivity issue","null","null"
"INC3973550","Zsacler Connection Issue","Hardware","80"
"INC3973433","Laptop not getting charged, I tried many ways but till it is not getting charged","Hardware","90"
"INC3973304","time sheet not working","Application Function Issue","70"
"INC3973270","EBS Access","Access Authentication Failure","60"
"INC3973257","Access a program after installing- 3rd message send on 24/12","Application Function Issue","50"
"INC3973249","wired mouse is not working","Hardware","95"
"INC3973240","unable to open powerfactory","Application Function Issue","85"
"INC3973226","MS excel  is not working in Work from Home","Application Function Issue","90"
"INC3973212","Wireless mouse is not working.","Hardware","95"
"INC3973146","I request a backup of my emails for the past one year. One particular email appears to be missing fr","Access Grant Request","85"
"INC3973092","Password reset","Password Reset","95"
"INC3973089","Urgent support - We are unable to elevate the other region laptops.","Node/Device Down","80"
"INC3972807","IT SSC - Specific request or Question - NAC50058","Access Authentication Failure","70"
"INC3972800","portal states - not primary user","Access Authentication Failure","70"
"INC3972785","Concur access","Access Grant Request","80"
"INC3972752","i cannot complete my timesheet via orical as i cannot select the type of pay","Application Function Issue","95"
"INC3972656","With regarding ASPEN/Oneliner 15.7 (REQ2327659) - License Key was nor provided","Access Grant Request","85"
"INC3972616","Issue - logging in to Oracle","Access Authentication Failure","90"
"INC3972399","Headset Mic is not working","Hardware","95"
"INC3972385","User facing issue with printer catridge","Hardware","95"
"INC3972300","Printer needs to be relinked","Application Function Issue","80"
"INC3972153","Need to Install the latest Onedrive","null","null"
"INC3972133","Not able to post jobs on WD recruiter","Application Function Issue","95"
"INC3972129","printer at New Cross office down causing a backlog of print work.","Hardware","90"
"INC3972121","can't connect to printer","Hardware","85"
"INC3972083","Zscaler not connecting on home network","Network","80"
"INC3972075","Headphone mic is not working","Hardware","90"
"INC3972059","Issue in printing files","Hardware","85"
"INC3971994","Foxit PDF attachment preview is not available in Outlook","Application Function Issue","80"
"INC3971858","Oracle time sheet booking application is not working properly","Application Function Issue","95"
"INC3971682","Issue with signing into the apps in the laptop. Where asking for passkey.","Password Reset","85"
"INC3971672","Need to access the laptop, it is asking for passkey from another device, not able to login the machi","Password Reset","80"
"INC3971601","Computer mention it need a bitlocker as John Lundy do not remember computer password","Password Reset","75"
"INC3971577","I am not able to make searching for any word in FOXIT PDF Editor for any file, however same files be","Application Function Issue","95"
"INC3971545","Error 1001 on Page www.eisen-pfeiffer.de","Application Function Issue","85"
"INC3971335","New Hire John Lundy Needs access to US Oracle Timesheets","Access Grant Request","90"
"INC3971302","Do not remember password to enter the computer","Password Reset","80"
"INC3971293","Upgrade For Plannex tool","Application Function Issue","75"
"INC3971287","Difference in Oracle Co 19706 on account 22101 between TB / GL / Aging report","Application Function Issue","85"
"INC3971171","screen problem","Hardware","90"
"INC3971052","Zscaler not connected","Network","85"
"INC3971035","New Cross Print not working after changing powder ink","Hardware","80"
"INC3971030","Laptop login error - 5CG1234KHJ - THBAN2420703","Access Authentication Failure","75"
"INC3970904","I'm trying to request access to MS Project however the application request does not regognise my com","Access Grant Request","70"
"INC3970776","i cant install revit 2026","Application Function Issue","65"
"INC3970761","Oracle and Markview slow on Atkins network","Network","80"
"INC3970735","Problem to log in to Oracle","Access Authentication Failure","95"
"INC3970715","i cant access concur portal.","Access Authentication Failure","90"
"INC3970672","Connecting External Monitor","Hardware","85"
"INC3970375","https://atkins.service-now.com/now/nav/ui is really slow and doesnt pull back results","Service/Process Failure","80"
"INC3970344","Unable to access Oracle or network Drive","Access Authentication Failure","90"
"INC3970319","account got disabled","Access Authentication Failure","95"
"INC3970208","Need help moving one folder from the share point to anotherone","Access Grant Request","75"
"INC3970040","Install app into computer","Application Function Issue","85"
"INC3970035","cannot install revit 2024","Application Function Issue","90"
"INC3970020","Zip file unable to open.","Application Function Issue","80"
"INC3969905","Can not enter computer","Hardware","75"
"INC3969734","ZScaler cannot establish a connection and causes several errors, e.g. no access to the licence key f","Service/Process Failure","95"
"INC3969731","Oracle not accessible","Network","80"
"INC3969693","Mathcad prime licence is not activated","Application Function Issue","85"
"INC3969647","Error while loading a file in Revit 2023","Application Function Issue","95"
"INC3969583","Request for redundancy in deletion of SharePoint","Access Grant Request","85"
"INC3969550","Mozilla firefox installed","Application Function Issue","90"
"INC3969521","Workday induction course stuck","Application Function Issue","95"
"INC3969513","need to unable account","Access Authentication Failure","80"
"INC3969495","keypad not working","Hardware","90"
"INC3969490","SAP BO not able to access","Access Authentication Failure","85"
"INC3969471","Onedrive not functioning","Application Function Issue","95"
"INC3969468","Connectivity issues with Zscaler","Network","90"
"INC3969464","Request for Changing the existing Mail id","Access Grant Request","85"
"INC3969453","Smartview 'hyperion.commonaddin" got disabled","Application Function Issue","90"
"INC3969405","Authentication pop up isn't coming through to user","Access Authentication Failure","80"
"INC3969323","User need help with the MFA setup","Password Reset","75"
"INC3969259","Use of my correct Name in teams,Change Company Name from Linxon India Engineering Private Limited to","Employee Onboarding","60"
"INC3969212","MS. excel software is getting struck","Application Function Issue","95"
"INC3969177","issue with Foxit PDF editor","Application Function Issue","95"
"INC3969166","Time is not correct in laptop.","Hardware","85"
"INC3969163","User is facing issue with the foxit","Application Function Issue","90"
"INC3968986","HYEVC video extention","Service/Process Failure","80"
"INC3968950","zscaler","Security Violation","75"
"INC3968818","office add-in","Application Function Issue","90"
"INC3968632","Slow Computer / Obsolete -1st message send on 15/12","Hardware","80"
"INC3968577","workday and learning portal sign in error","Access Authentication Failure","90"
"INC3968489","issue with the MFA","Service/Process Failure","85"
"INC3968466","ETAP 2024 - Rulebook Error","Application Function Issue","80"
"INC3968387","MY INS account is showing locked out.","Access Authentication Failure","90"
"INC3968343","Share point issues. While payment selection uploading approver not getting notifications.","Application Function Issue","70"
"INC3968334","Zscaler not working ... error","Application Function Issue","85"
"INC3968322","Not receiving emails once the rush request is raised.","Service/Process Failure","75"
"INC3968200","Local team support required to restore file from one drive","Application Function Issue","85"
"INC3968170","Zscaler is not working","null","null"
"INC3968164","I can't able to access my adobe software, it's crashing when i try to work.","Application Function Issue","95"
"INC3968159","Issue with REQ2324890's fullfilment","Service/Process Failure","85"
"INC3968096","oracle timesheet login issue","Access Authentication Failure","90"
"INC3968063","Please add One Drive to my system","Access Grant Request","95"
"INC3967658","Zcasler not working","Application Function Issue","90"
"INC3967391","TEKLA STRUCTURAL DESIGNER 2025 LICENCE ISSUE","Application Function Issue","95"
"INC3967382","Laptop One drive Sync issues persists and oracle refresh is consuming much time due to lap performan","Application Function Issue","85"
"INC3967373","camera and speaker not working","Hardware","80"
"INC3967365","Power BI not installed","Application Function Issue","90"
"INC3967255","Issue with user account","Access Authentication Failure","75"
"INC3967182","Unable to log in to my time sheet","Access Authentication Failure","80"
"INC3967031","Zscaler is not connecting and it affects access to oracle timesheet portal","Network","70"
"INC3966991","MS Project access-1st message send on 12/12","Access Authentication Failure","80"
"INC3966983","INCHE2 VC issue.","Application Function Issue","90"
"INC3966911","Mouse is too sensitive","Hardware","95"
"INC3966870","Laptop is hanging","Hardware","95"
"INC3966851","I can't be able to see the calendar and meetings schedules in MS teams!","Application Function Issue","85"
"INC3966815","Teams not working properly","Application Function Issue","90"
"INC3966806","Sharepoint Drive in File Explorer","Access Authentication Failure","70"
"INC3966787","unable to connect with extended monitors","Hardware","95"
"INC3966780","Uninstall apps / zscaler issue","Web Security","90"
"INC3966766","Desktop USB ports are not working","Hardware","95"
"INC3966764","Sysytem Microphone is is not working","Hardware","95"
"INC3966720","Unable to login in oracle during work from home.","Access Authentication Failure","85"
"INC3966704","Zscaler connection error","Web Security","90"
"INC3966578","printer mapping","Application Function Issue","80"
"INC3966577","iTunes","Application Function Issue","80"
"INC3966263","application removal","Application Function Issue","80"
"INC3966147","I don't have access to Zscaler","Access Authentication Failure","85"
"INC3966102","help setting up new iphone","Hardware","90"
"INC3966074","Email","Application Function Issue","85"
"INC3966018","I am experiencing an issue where PDF documents are not printing and show a blank preview.-1st messag","Application Function Issue","80"
"INC3965974","Scilab got removed","Employee Onboarding","75"
"INC3965939","Outlook-Unable to access","Access Authentication Failure","95"
"INC3965861","New employee / Mobile phone not visible on Teams","Hardware","95"
"INC3965827","MFA is not set up properly","null","null"
"INC3965706","Usb-C to Usb-C cable not working","null","null"
"INC3965696","microstation sign in fail","Access Authentication Failure","90"
"INC3965681","One note is not working","Application Function Issue","85"
"INC3965633","FACING ISSUE IN TEKLA STRUCTURAL DESIGNERS 2025 SOFTWARE","Application Function Issue","80"
"INC3965604","oracle Smart View Software is not available in the software center","Access Authentication Failure","75"
"INC3965543","Cannot access Oracle","Access Authentication Failure","95"
"INC3965519","user unable to access the shapoint mp4 video","Application Function Issue","70"
"INC3965499","issue with the co pilot","Application Function Issue","60"
"INC3965429","SmartView is installed in the system, but not able get connections in excel","Application Function Issue","95"
"INC3965364","Account unblock and password reset","Password Reset","90"
"INC3965326","Inbox issues with Outlook","Application Function Issue","85"
"INC3965147","Workday access issue.","Access Authentication Failure","80"
"INC3965108","no space in hard disk and system is very slow and it is not syn","Hardware","90"
"INC3964947","New starter kit not received","Employee Onboarding","75"
"INC3964801","Can´t use extern screens","Hardware","85"
"INC3964797","SmartView is installed in the system, but not able get connections in excel","Application Function Issue","90"
"INC3964754","Trying to extract documents from zip file, getting Error message","Application Function Issue","85"
